episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-31.931,-62.957,-48.36882142857144,168.0,28,4704,False,4704,28,1,c575972f70c0402fa32c1750f75ad046,2020-03-17_16-15-36,1584486936,7.337843656539917,7.337843656539917,6906,Francesco-PC,132.239.10.91,7.337843656539917,4704,1,"[-50.925, -50.962999999999994, -31.931, -49.894000000000005, -61.949, -53.957, -39.948, -50.944, -32.919000000000004, -33.931000000000004, -50.935, -32.935, -39.91499999999999, -51.931, -52.93900000000001, -43.95399999999999, -44.937999999999995, -42.934, -51.955999999999996, -56.976000000000006, -54.964, -50.947, -62.957, -51.93000000000001, -53.943999999999996, -59.95, -53.939, -38.922]","[168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168]",0.7192059477035746,0.22984947618161242,0.9572540507183618,4608,4704,3965.607,59.512,2462.779,808.602,68.57272727272728,70.34545454545456,0.20000000298023224,9.999999747378752e-05,216.44196,-0.0374334,216.47504,0.26565996,0.021837575,1.0769913,0.0
-16.936999999999994,-62.957,-42.24055357142857,168.0,28,4704,False,9408,56,2,c575972f70c0402fa32c1750f75ad046,2020-03-17_16-15-39,1584486939,3.8766839504241943,11.214527606964111,6906,Francesco-PC,132.239.10.91,11.214527606964111,9408,2,"[-25.936000000000003, -49.927, -34.916, -28.942, -48.94499999999999, -42.954, -43.93299999999999, -29.899000000000004, -36.937, -41.900000000000006, -32.957, -26.949, -45.944, -16.936999999999994, -38.924, -39.94799999999999, -38.934000000000005, -38.949, -43.931999999999995, -19.943999999999996, -41.90599999999999, -38.928, -35.932, -33.940000000000005, -30.942999999999998, -34.937, -25.891000000000002, -40.959999999999994, -50.925, -50.962999999999994, -31.931, -49.894000000000005, -61.949, -53.957, -39.948, -50.944, -32.919000000000004, -33.931000000000004, -50.935, -32.935, -39.91499999999999, -51.931, -52.93900000000001, -43.95399999999999, -44.937999999999995, -42.934, -51.955999999999996, -56.976000000000006, -54.964, -50.947, -62.957, -51.93000000000001, -53.943999999999996, -59.95, -53.939, -38.922]","[168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168]",0.7198609380404432,0.2289796328181512,0.9330189685231931,9216,9408,2833.437,31.713,2312.186,406.516,60.15,71.14999999999999,0.30000001192092896,9.999999747378752e-05,13.945506,-0.023739433,13.964526,0.74255294,0.015732143,1.0436765,0.0
-16.936999999999994,-62.957,-37.52825000000001,168.0,28,4704,False,14112,84,3,c575972f70c0402fa32c1750f75ad046,2020-03-17_16-15-44,1584486944,4.042994737625122,15.257522344589233,6906,Francesco-PC,132.239.10.91,15.257522344589233,14112,3,"[-38.958999999999996, -21.946999999999996, -26.927, -34.910000000000004, -17.93799999999999, -32.917, -30.928, -28.904, -26.933000000000003, -25.931, -26.921, -34.904, -30.901999999999997, -19.930999999999994, -23.92, -27.926, -22.917, -22.955, -29.929, -21.929999999999993, -28.913, -21.901999999999997, -26.939999999999998, -28.911, -36.943999999999996, -38.91199999999999, -27.916999999999998, -27.934, -50.925, -50.962999999999994, -31.931, -49.894000000000005, -61.949, -53.957, -39.948, -50.944, -32.919000000000004, -33.931000000000004, -50.935, -32.935, -39.91499999999999, -51.931, -52.93900000000001, -43.95399999999999, -44.937999999999995, -42.934, -51.955999999999996, -56.976000000000006, -54.964, -50.947, -62.957, -51.93000000000001, -53.943999999999996, -59.95, -53.939, -38.922, -25.936000000000003, -49.927, -34.916, -28.942, -48.94499999999999, -42.954, -43.93299999999999, -29.899000000000004, -36.937, -41.900000000000006, -32.957, -26.949, -45.944, -16.936999999999994, -38.924, -39.94799999999999, -38.934000000000005, -38.949, -43.931999999999995, -19.943999999999996, -41.90599999999999, -38.928, -35.932, -33.940000000000005, -30.942999999999998, -34.937, -25.891000000000002, -40.959999999999994]","[168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168]",0.7206242212590129,0.22898232882747693,0.9202389667146876,13824,14112,2458.44,21.712,2313.854,272.326,66.06666666666668,71.26666666666667,0.30000001192092896,9.999999747378752e-05,5.9605746,-0.033901386,5.989474,0.80700076,0.016673774,1.0102689,0.0
-10.926000000000004,-62.957,-32.16071,168.0,28,4704,False,18816,112,4,c575972f70c0402fa32c1750f75ad046,2020-03-17_16-15-48,1584486948,4.192851305007935,19.450373649597168,6906,Francesco-PC,132.239.10.91,19.450373649597168,18816,4,"[-25.906000000000002, -39.937000000000005, -30.943, -23.925, -16.934999999999995, -16.930999999999997, -15.915000000000003, -23.909, -22.909, -28.925, -24.910999999999998, -24.895999999999997, -10.926000000000004, -14.915000000000001, -22.933999999999994, -21.918999999999997, -22.920999999999996, -24.925, -17.930999999999994, -11.930000000000003, -17.938999999999997, -23.928, -16.954999999999995, -24.927, -13.932000000000002, -17.917999999999996, -22.943, -21.944, -39.91499999999999, -51.931, -52.93900000000001, -43.95399999999999, -44.937999999999995, -42.934, -51.955999999999996, -56.976000000000006, -54.964, -50.947, -62.957, -51.93000000000001, -53.943999999999996, -59.95, -53.939, -38.922, -25.936000000000003, -49.927, -34.916, -28.942, -48.94499999999999, -42.954, -43.93299999999999, -29.899000000000004, -36.937, -41.900000000000006, -32.957, -26.949, -45.944, -16.936999999999994, -38.924, -39.94799999999999, -38.934000000000005, -38.949, -43.931999999999995, -19.943999999999996, -41.90599999999999, -38.928, -35.932, -33.940000000000005, -30.942999999999998, -34.937, -25.891000000000002, -40.959999999999994, -38.958999999999996, -21.946999999999996, -26.927, -34.910000000000004, -17.93799999999999, -32.917, -30.928, -28.904, -26.933000000000003, -25.931, -26.921, -34.904, -30.901999999999997, -19.930999999999994, -23.92, -27.926, -22.917, -22.955, -29.929, -21.929999999999993, -28.913, -21.901999999999997, -26.939999999999998, -28.911, -36.943999999999996, -38.91199999999999, -27.916999999999998, -27.934]","[168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168]",0.7315916022333178,0.23230495313881236,0.9282457713406553,18432,18816,2327.986,16.744,2296.417,205.362,69.75,71.78333333333332,0.30000001192092896,9.999999747378752e-05,4.6273165,-0.032861773,4.6550803,0.81044173,0.016993364,0.96915174,0.0
-2.9230000000000005,-45.944,-23.07637,168.0,28,4704,False,23520,140,5,c575972f70c0402fa32c1750f75ad046,2020-03-17_16-15-52,1584486952,3.933272123336792,23.38364577293396,6906,Francesco-PC,132.239.10.91,23.38364577293396,23520,5,"[-31.921, -11.912000000000003, -19.925999999999995, -16.941999999999997, -18.92299999999999, -10.933000000000002, -17.934999999999995, -8.906000000000002, -14.907000000000002, -5.909999999999998, -8.931, -14.932000000000002, -2.9230000000000005, -11.927000000000001, -13.933000000000002, -8.923000000000002, -10.914000000000001, -8.927000000000003, -8.926000000000002, -20.922999999999995, -4.943999999999998, -7.929999999999999, -4.922999999999998, -8.895000000000001, -2.9430000000000005, -19.909999999999997, -17.922, -11.916000000000002, -45.944, -16.936999999999994, -38.924, -39.94799999999999, -38.934000000000005, -38.949, -43.931999999999995, -19.943999999999996, -41.90599999999999, -38.928, -35.932, -33.940000000000005, -30.942999999999998, -34.937, -25.891000000000002, -40.959999999999994, -38.958999999999996, -21.946999999999996, -26.927, -34.910000000000004, -17.93799999999999, -32.917, -30.928, -28.904, -26.933000000000003, -25.931, -26.921, -34.904, -30.901999999999997, -19.930999999999994, -23.92, -27.926, -22.917, -22.955, -29.929, -21.929999999999993, -28.913, -21.901999999999997, -26.939999999999998, -28.911, -36.943999999999996, -38.91199999999999, -27.916999999999998, -27.934, -25.906000000000002, -39.937000000000005, -30.943, -23.925, -16.934999999999995, -16.930999999999997, -15.915000000000003, -23.909, -22.909, -28.925, -24.910999999999998, -24.895999999999997, -10.926000000000004, -14.915000000000001, -22.933999999999994, -21.918999999999997, -22.920999999999996, -24.925, -17.930999999999994, -11.930000000000003, -17.938999999999997, -23.928, -16.954999999999995, -24.927, -13.932000000000002, -17.917999999999996, -22.943, -21.944]","[168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168]",0.732358722103303,0.23245463471279565,0.9170432070406557,23040,23520,2206.003,13.824,2277.915,165.022,65.16,71.4,0.30000001192092896,9.999999747378752e-05,2.5313761,-0.03764076,2.5628676,0.8376501,0.020497577,0.9133708,0.0
0.06200000000000005,-39.937000000000005,-16.23257,168.0,28,4704,False,28224,168,6,c575972f70c0402fa32c1750f75ad046,2020-03-17_16-15-56,1584486956,4.347503185272217,27.731148958206177,6906,Francesco-PC,132.239.10.91,27.731148958206177,28224,6,"[-13.883000000000003, -5.925999999999998, -17.911999999999995, -13.934000000000001, -5.925999999999998, -10.893, -6.923999999999999, 0.06200000000000005, -11.908000000000003, -3.9150000000000005, -7.925999999999998, -4.930999999999999, -10.926000000000002, -1.9170000000000003, -6.9019999999999975, -4.902999999999999, -11.932000000000002, -8.922, -7.934999999999999, -14.904000000000002, -1.8960000000000006, -5.9129999999999985, -6.925999999999999, -5.922999999999998, -12.923000000000002, -4.914, -7.906999999999999, -11.929000000000002, -30.901999999999997, -19.930999999999994, -23.92, -27.926, -22.917, -22.955, -29.929, -21.929999999999993, -28.913, -21.901999999999997, -26.939999999999998, -28.911, -36.943999999999996, -38.91199999999999, -27.916999999999998, -27.934, -25.906000000000002, -39.937000000000005, -30.943, -23.925, -16.934999999999995, -16.930999999999997, -15.915000000000003, -23.909, -22.909, -28.925, -24.910999999999998, -24.895999999999997, -10.926000000000004, -14.915000000000001, -22.933999999999994, -21.918999999999997, -22.920999999999996, -24.925, -17.930999999999994, -11.930000000000003, -17.938999999999997, -23.928, -16.954999999999995, -24.927, -13.932000000000002, -17.917999999999996, -22.943, -21.944, -31.921, -11.912000000000003, -19.925999999999995, -16.941999999999997, -18.92299999999999, -10.933000000000002, -17.934999999999995, -8.906000000000002, -14.907000000000002, -5.909999999999998, -8.931, -14.932000000000002, -2.9230000000000005, -11.927000000000001, -13.933000000000002, -8.923000000000002, -10.914000000000001, -8.927000000000003, -8.926000000000002, -20.922999999999995, -4.943999999999998, -7.929999999999999, -4.922999999999998, -8.895000000000001, -2.9430000000000005, -19.909999999999997, -17.922, -11.916000000000002]","[168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168]",0.7366351144301074,0.23408110104332772,0.9198915324883555,27648,28224,2161.995,11.948,2297.092,138.107,72.45,71.5,0.44999998807907104,9.999999747378752e-05,1.3964753,-0.026121918,1.4165261,0.816633,0.013491478,0.87278163,0.0
0.09500000000000006,-31.921,-9.58298,168.0,28,4704,False,32928,196,7,c575972f70c0402fa32c1750f75ad046,2020-03-17_16-16-00,1584486960,4.4096620082855225,32.1408109664917,6906,Francesco-PC,132.239.10.91,32.1408109664917,32928,7,"[-0.9279999999999999, -0.9339999999999999, -4.925999999999998, -0.938, -6.938, -1.9290000000000003, -2.9130000000000007, -5.902999999999999, 0.07400000000000005, -1.9300000000000004, -0.9339999999999999, -6.924999999999999, -1.9260000000000006, -5.917999999999998, -3.9280000000000004, -0.9249999999999999, -3.9330000000000003, -1.9270000000000003, -6.9049999999999985, -0.9219999999999999, 0.08300000000000006, 0.07300000000000005, -7.911, 0.08100000000000004, 0.07100000000000005, 0.09500000000000006, 0.07000000000000005, -0.9199999999999999, -10.926000000000004, -14.915000000000001, -22.933999999999994, -21.918999999999997, -22.920999999999996, -24.925, -17.930999999999994, -11.930000000000003, -17.938999999999997, -23.928, -16.954999999999995, -24.927, -13.932000000000002, -17.917999999999996, -22.943, -21.944, -31.921, -11.912000000000003, -19.925999999999995, -16.941999999999997, -18.92299999999999, -10.933000000000002, -17.934999999999995, -8.906000000000002, -14.907000000000002, -5.909999999999998, -8.931, -14.932000000000002, -2.9230000000000005, -11.927000000000001, -13.933000000000002, -8.923000000000002, -10.914000000000001, -8.927000000000003, -8.926000000000002, -20.922999999999995, -4.943999999999998, -7.929999999999999, -4.922999999999998, -8.895000000000001, -2.9430000000000005, -19.909999999999997, -17.922, -11.916000000000002, -13.883000000000003, -5.925999999999998, -17.911999999999995, -13.934000000000001, -5.925999999999998, -10.893, -6.923999999999999, 0.06200000000000005, -11.908000000000003, -3.9150000000000005, -7.925999999999998, -4.930999999999999, -10.926000000000002, -1.9170000000000003, -6.9019999999999975, -4.902999999999999, -11.932000000000002, -8.922, -7.934999999999999, -14.904000000000002, -1.8960000000000006, -5.9129999999999985, -6.925999999999999, -5.922999999999998, -12.923000000000002, -4.914, -7.906999999999999, -11.929000000000002]","[168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168]",0.743880961528954,0.2367216014339951,0.932259024909329,32256,32928,2147.458,10.507,2302.947,118.882,69.44285714285715,71.60000000000001,0.44999998807907104,9.999999747378752e-05,0.6335374,-0.027594455,0.65477645,0.69798684,0.014122842,0.8209651,0.0
0.09500000000000006,-20.922999999999995,-4.980169999999999,168.0,28,4704,False,37632,224,8,c575972f70c0402fa32c1750f75ad046,2020-03-17_16-16-05,1584486965,4.119953632354736,36.260764598846436,6906,Francesco-PC,132.239.10.91,36.260764598846436,37632,8,"[-6.9129999999999985, -1.9210000000000005, -1.9150000000000005, 0.07300000000000005, -0.9299999999999999, -0.9019999999999999, -3.9300000000000006, -1.9160000000000006, 0.08700000000000006, 0.08000000000000006, 0.07900000000000006, -0.9229999999999999, -1.9040000000000006, -0.8969999999999999, 0.07600000000000005, -1.9160000000000004, 0.08700000000000006, 0.08000000000000006, -1.9160000000000004, -0.9309999999999999, 0.07600000000000005, -1.9300000000000006, -0.8989999999999999, 0.08900000000000007, 0.06900000000000005, -0.9189999999999999, -0.9109999999999999, 0.09300000000000005, -2.9230000000000005, -11.927000000000001, -13.933000000000002, -8.923000000000002, -10.914000000000001, -8.927000000000003, -8.926000000000002, -20.922999999999995, -4.943999999999998, -7.929999999999999, -4.922999999999998, -8.895000000000001, -2.9430000000000005, -19.909999999999997, -17.922, -11.916000000000002, -13.883000000000003, -5.925999999999998, -17.911999999999995, -13.934000000000001, -5.925999999999998, -10.893, -6.923999999999999, 0.06200000000000005, -11.908000000000003, -3.9150000000000005, -7.925999999999998, -4.930999999999999, -10.926000000000002, -1.9170000000000003, -6.9019999999999975, -4.902999999999999, -11.932000000000002, -8.922, -7.934999999999999, -14.904000000000002, -1.8960000000000006, -5.9129999999999985, -6.925999999999999, -5.922999999999998, -12.923000000000002, -4.914, -7.906999999999999, -11.929000000000002, -0.9279999999999999, -0.9339999999999999, -4.925999999999998, -0.938, -6.938, -1.9290000000000003, -2.9130000000000007, -5.902999999999999, 0.07400000000000005, -1.9300000000000004, -0.9339999999999999, -6.924999999999999, -1.9260000000000006, -5.917999999999998, -3.9280000000000004, -0.9249999999999999, -3.9330000000000003, -1.9270000000000003, -6.9049999999999985, -0.9219999999999999, 0.08300000000000006, 0.07300000000000005, -7.911, 0.08100000000000004, 0.07100000000000005, 0.09500000000000006, 0.07000000000000005, -0.9199999999999999]","[168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168]",0.7471554639992593,0.23794701359860163,0.9369165163730878,36864,37632,2096.641,9.462,2310.569,104.492,67.01666666666665,71.60000000000001,0.44999998807907104,9.999999747378752e-05,0.25930113,-0.027066022,0.2803066,0.565107,0.0134678995,0.79864854,0.0
0.09500000000000007,-14.904000000000002,-2.42929,168.0,28,4704,False,42336,252,9,c575972f70c0402fa32c1750f75ad046,2020-03-17_16-16-09,1584486969,4.0107152462005615,40.271479845047,6906,Francesco-PC,132.239.10.91,40.271479845047,42336,9,"[0.07500000000000005, -0.9219999999999999, 0.06700000000000005, -0.9269999999999999, 0.08100000000000006, -0.872, -0.9199999999999999, 0.07600000000000005, -0.9339999999999999, 0.08400000000000006, 0.07100000000000005, -0.9199999999999999, -0.8809999999999999, 0.07100000000000005, -1.9160000000000008, 0.07700000000000005, -3.9060000000000006, -0.9219999999999999, 0.06900000000000005, -2.9060000000000006, 0.09500000000000007, 0.08100000000000006, 0.09100000000000007, 0.07900000000000006, 0.07900000000000006, 0.07000000000000005, 0.07200000000000005, -0.9189999999999999, -10.926000000000002, -1.9170000000000003, -6.9019999999999975, -4.902999999999999, -11.932000000000002, -8.922, -7.934999999999999, -14.904000000000002, -1.8960000000000006, -5.9129999999999985, -6.925999999999999, -5.922999999999998, -12.923000000000002, -4.914, -7.906999999999999, -11.929000000000002, -0.9279999999999999, -0.9339999999999999, -4.925999999999998, -0.938, -6.938, -1.9290000000000003, -2.9130000000000007, -5.902999999999999, 0.07400000000000005, -1.9300000000000004, -0.9339999999999999, -6.924999999999999, -1.9260000000000006, -5.917999999999998, -3.9280000000000004, -0.9249999999999999, -3.9330000000000003, -1.9270000000000003, -6.9049999999999985, -0.9219999999999999, 0.08300000000000006, 0.07300000000000005, -7.911, 0.08100000000000004, 0.07100000000000005, 0.09500000000000006, 0.07000000000000005, -0.9199999999999999, -6.9129999999999985, -1.9210000000000005, -1.9150000000000005, 0.07300000000000005, -0.9299999999999999, -0.9019999999999999, -3.9300000000000006, -1.9160000000000006, 0.08700000000000006, 0.08000000000000006, 0.07900000000000006, -0.9229999999999999, -1.9040000000000006, -0.8969999999999999, 0.07600000000000005, -1.9160000000000004, 0.08700000000000006, 0.08000000000000006, -1.9160000000000004, -0.9309999999999999, 0.07600000000000005, -1.9300000000000006, -0.8989999999999999, 0.08900000000000007, 0.06900000000000005, -0.9189999999999999, -0.9109999999999999, 0.09300000000000005]","[168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168]",0.7491138397903565,0.2392419429259144,0.9420411731430134,41472,42336,2064.6,8.624,2297.201,93.323,62.7,71.6,0.44999998807907104,9.999999747378752e-05,0.08962552,-0.026636513,0.110462636,0.59884715,0.012887576,0.77105093,0.0
0.09500000000000007,-7.911,-0.8498,168.0,28,4704,False,47040,280,10,c575972f70c0402fa32c1750f75ad046,2020-03-17_16-16-13,1584486973,3.8877711296081543,44.15925097465515,6906,Francesco-PC,132.239.10.91,44.15925097465515,47040,10,"[0.07800000000000006, 0.07200000000000005, 0.07900000000000006, 0.07200000000000005, 0.07500000000000005, 0.07100000000000005, 0.07600000000000005, 0.07100000000000005, 0.07700000000000005, 0.07500000000000005, 0.08100000000000004, 0.07400000000000005, 0.06900000000000005, -0.9169999999999999, 0.06800000000000005, 0.08700000000000005, 0.06700000000000005, 0.07700000000000005, 0.07000000000000005, 0.07200000000000005, -0.8989999999999999, 0.08100000000000006, 0.08000000000000006, 0.08900000000000005, 0.07200000000000005, 0.07300000000000005, -3.9210000000000007, 0.08400000000000005, -1.9260000000000006, -5.917999999999998, -3.9280000000000004, -0.9249999999999999, -3.9330000000000003, -1.9270000000000003, -6.9049999999999985, -0.9219999999999999, 0.08300000000000006, 0.07300000000000005, -7.911, 0.08100000000000004, 0.07100000000000005, 0.09500000000000006, 0.07000000000000005, -0.9199999999999999, -6.9129999999999985, -1.9210000000000005, -1.9150000000000005, 0.07300000000000005, -0.9299999999999999, -0.9019999999999999, -3.9300000000000006, -1.9160000000000006, 0.08700000000000006, 0.08000000000000006, 0.07900000000000006, -0.9229999999999999, -1.9040000000000006, -0.8969999999999999, 0.07600000000000005, -1.9160000000000004, 0.08700000000000006, 0.08000000000000006, -1.9160000000000004, -0.9309999999999999, 0.07600000000000005, -1.9300000000000006, -0.8989999999999999, 0.08900000000000007, 0.06900000000000005, -0.9189999999999999, -0.9109999999999999, 0.09300000000000005, 0.07500000000000005, -0.9219999999999999, 0.06700000000000005, -0.9269999999999999, 0.08100000000000006, -0.872, -0.9199999999999999, 0.07600000000000005, -0.9339999999999999, 0.08400000000000006, 0.07100000000000005, -0.9199999999999999, -0.8809999999999999, 0.07100000000000005, -1.9160000000000008, 0.07700000000000005, -3.9060000000000006, -0.9219999999999999, 0.06900000000000005, -2.9060000000000006, 0.09500000000000007, 0.08100000000000006, 0.09100000000000007, 0.07900000000000006, 0.07900000000000006, 0.07000000000000005, 0.07200000000000005, -0.9189999999999999]","[168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168, 168]",0.7492405128271058,0.23956021361408944,0.9427309292604396,46080,47040,2029.554,7.982,2283.666,84.355,62.449999999999996,71.53333333333333,0.44999998807907104,9.999999747378752e-05,0.07056544,-0.027990483,0.09307081,0.33081433,0.0121891545,0.7408156,0.0
