07/28/20 09:12:41|2124_Middle_EH_FF96.txt|22.0|50.0|1|72|0|0|66|perf-batt-PIR-reed-light|20.54|100210|00 00 00 00 |42 00 48 00 |06 08 00 72 87 01 |3C|01|1|
07/28/20 09:13:41|2124_Middle_EH_FF96.txt|22.0|50.0|1|72|0|0|66|perf-batt-PIR-reed-light|20.54|100210|00 00 00 00 |42 00 48 00 |06 08 00 72 87 01 |3C|01|1|
07/28/20 09:15:41|2124_Middle_EH_FF96.txt|22.0|50.0|1|72|0|0|66|perf-batt-PIR-reed-light|20.54|100210|00 00 00 00 |42 00 48 00 |06 08 00 72 87 01 |3C|01|1|
07/28/20 10:09:58|2124_Middle_EH_FF96.txt|22.0|50.0|1|72|0|0|103|perf-batt-PIR-reed-light|20.57|100223|00 00 00 00 |67 00 48 00 |09 08 00 7f 87 01 |3C|01|1|
07/28/20 10:10:58|2124_Middle_EH_FF96.txt|22.0|50.0|1|72|0|0|103|perf-batt-PIR-reed-light|20.57|100223|00 00 00 00 |67 00 48 00 |09 08 00 7f 87 01 |3C|01|1|
07/28/20 10:11:58|2124_Middle_EH_FF96.txt|22.0|50.0|1|72|0|0|103|perf-batt-PIR-reed-light|20.57|100223|00 00 00 00 |67 00 48 00 |09 08 00 7f 87 01 |3C|01|1|
07/28/20 10:15:58|2124_Middle_EH_FF96.txt|22.0|50.0|1|72|0|0|103|perf-batt-PIR-reed-light|20.57|100223|00 00 00 00 |67 00 48 00 |09 08 00 7f 87 01 |3C|01|1|
07/28/20 11:09:13|2124_Middle_EH_FF96.txt|23.0|50.0|1|72|0|0|145|perf-batt-PIR-reed-light|20.63|100221|00 00 00 00 |91 00 48 00 |0f 08 00 7d 87 01 |3C|01|1|
07/28/20 12:09:43|2124_Middle_EH_FF96.txt|23.0|50.0|1|72|0|0|199|perf-batt-PIR-reed-light|20.82|100193|00 00 00 00 |c7 00 48 00 |22 08 00 61 87 01 |3C|01|1|
07/28/20 13:10:03|2124_Middle_EH_FF96.txt|23.0|50.0|1|72|0|0|213|perf-batt-PIR-reed-light|21.03|100176|00 00 00 00 |d5 00 48 00 |37 08 00 50 87 01 |3C|0B|1|
07/28/20 14:10:18|2124_Middle_EH_FF96.txt|23.0|50.0|1|73|0|0|212|perf-batt-PIR-reed-light|21.25|100158|00 00 00 00 |d4 00 49 00 |4d 08 00 3e 87 01 |3C|0B|1|
07/28/20 15:10:35|2124_Middle_EH_FF96.txt|24.0|50.0|1|73|0|0|358|perf-batt-PIR-reed-light|21.53|100098|00 00 00 00 |66 01 49 00 |69 08 00 02 87 01 |3C|0B|1|
07/28/20 17:11:07|2124_Middle_EH_FF96.txt|23.0|50.0|1|75|0|0|148|perf-batt-PIR-reed-light|22.31|100024|00 00 00 00 |94 00 4b 00 |b7 08 00 b8 86 01 |3C|01|1|
