07/27/20 12:05:33|2124_Middle_EH_FF96.txt|20.0|50.0|1|75|0|0|0|perf-batt-PIR-reed-light|21.9|100127|00 00 00 00 |00 00 4b 00 |8e 08 00 1f 87 01 |3C|01|1|
07/27/20 13:05:49|2124_Middle_EH_FF96.txt|20.0|50.0|1|75|0|0|0|perf-batt-PIR-reed-light|21.66|100149|00 00 00 00 |00 00 4b 00 |76 08 00 35 87 01 |3C|01|1|
07/27/20 14:06:05|2124_Middle_EH_FF96.txt|20.0|50.0|1|75|0|0|0|perf-batt-PIR-reed-light|21.48|100129|00 00 00 00 |00 00 4a 00 |64 08 00 21 87 01 |3C|01|1|
07/27/20 15:05:33|2124_Middle_EH_FF96.txt|20.0|50.0|1|75|0|0|0|perf-batt-PIR-reed-light|21.9|100127|00 00 00 00 |00 00 4b 00 |8e 08 00 1f 87 01 |3C|01|1|
07/27/20 16:05:49|2124_Middle_EH_FF96.txt|20.0|50.0|1|75|0|0|0|perf-batt-PIR-reed-light|21.66|100149|00 00 00 00 |00 00 4b 00 |76 08 00 35 87 01 |3C|01|1|
07/27/20 17:06:05|2124_Middle_EH_FF96.txt|20.0|50.0|1|75|0|0|0|perf-batt-PIR-reed-light|21.48|100129|00 00 00 00 |00 00 4a 00 |64 08 00 21 87 01 |3C|01|1|
07/27/20 18:05:33|2124_Middle_EH_FF96.txt|20.0|50.0|1|75|0|0|0|perf-batt-PIR-reed-light|21.9|100127|00 00 00 00 |00 00 4b 00 |8e 08 00 1f 87 01 |3C|01|1|
07/27/20 19:05:49|2124_Middle_EH_FF96.txt|20.0|50.0|1|75|0|0|0|perf-batt-PIR-reed-light|21.66|100149|00 00 00 00 |00 00 4b 00 |76 08 00 35 87 01 |3C|01|1|
07/27/20 20:06:05|2124_Middle_EH_FF96.txt|20.0|50.0|1|75|0|0|0|perf-batt-PIR-reed-light|21.48|100129|00 00 00 00 |00 00 4a 00 |64 08 00 21 87 01 |3C|01|1|
07/27/20 21:05:33|2124_Middle_EH_FF96.txt|20.0|50.0|1|75|0|0|0|perf-batt-PIR-reed-light|21.9|100127|00 00 00 00 |00 00 4b 00 |8e 08 00 1f 87 01 |3C|01|1|
07/27/20 22:05:49|2124_Middle_EH_FF96.txt|20.0|50.0|1|75|0|0|0|perf-batt-PIR-reed-light|21.66|100149|00 00 00 00 |00 00 4b 00 |76 08 00 35 87 01 |3C|01|1|
07/27/20 23:06:05|2124_Middle_EH_FF96.txt|20.0|50.0|1|75|0|0|0|perf-batt-PIR-reed-light|21.48|100129|00 00 00 00 |00 00 4a 00 |64 08 00 21 87 01 |3C|01|1|
07/28/20 00:06:22|2124_Middle_EH_FF96.txt|21.0|50.0|1|74|0|0|0|perf-batt-PIR-reed-light|21.29|100109|00 00 00 00 |00 00 4a 00 |51 08 00 0d 87 01 |3C|0B|1|
07/28/20 01:06:36|2124_Middle_EH_FF96.txt|21.0|50.0|1|74|0|0|0|perf-batt-PIR-reed-light|21.12|100079|00 00 00 00 |00 00 4a 00 |40 08 00 ef 86 01 |3C|01|1|
07/28/20 02:06:55|2124_Middle_EH_FF96.txt|21.0|50.0|1|73|0|0|0|perf-batt-PIR-reed-light|20.99|100055|00 00 00 00 |00 00 49 00 |33 08 00 d7 86 01 |3C|01|1|
07/28/20 03:07:09|2124_Middle_EH_FF96.txt|22.0|50.0|1|73|0|0|0|perf-batt-PIR-reed-light|20.89|100042|00 00 00 00 |00 00 49 00 |29 08 00 ca 86 01 |3C|01|1|
07/28/20 04:07:26|2124_Middle_EH_FF96.txt|22.0|50.0|1|73|0|0|0|perf-batt-PIR-reed-light|20.8|100047|00 00 00 00 |00 00 49 00 |20 08 00 cf 86 01 |3C|01|1|
07/28/20 05:07:40|2124_Middle_EH_FF96.txt|21.0|50.0|1|73|0|0|0|perf-batt-PIR-reed-light|20.7|100059|00 00 00 00 |00 00 49 00 |16 08 00 db 86 01 |3C|0B|1|
07/28/20 06:07:56|2124_Middle_EH_FF96.txt|21.0|50.0|1|72|0|0|1|perf-batt-PIR-reed-light|20.58|100092|00 00 00 00 |01 00 48 00 |0a 08 00 fc 86 01 |3C|01|1|
07/28/20 07:08:12|2124_Middle_EH_FF96.txt|20.0|50.0|1|72|0|0|10|perf-batt-PIR-reed-light|20.51|100135|00 00 00 00 |0a 00 48 00 |03 08 00 27 87 01 |3C|0B|1|
07/28/20 08:08:29|2124_Middle_EH_FF96.txt|21.0|50.0|1|72|0|0|33|perf-batt-PIR-reed-light|20.57|100159|00 00 00 00 |21 00 48 00 |09 08 00 3f 87 01 |3C|01|1|
07/28/20 09:08:41|2124_Middle_EH_FF96.txt|22.0|50.0|1|72|0|0|66|perf-batt-PIR-reed-light|20.54|100210|00 00 00 00 |42 00 48 00 |06 08 00 72 87 01 |3C|01|1|
07/28/20 09:10:41|2124_Middle_EH_FF96.txt|22.0|50.0|1|72|0|0|66|perf-batt-PIR-reed-light|20.54|100210|00 00 00 00 |42 00 48 00 |06 08 00 72 87 01 |3C|01|1|
07/28/20 09:11:41|2124_Middle_EH_FF96.txt|22.0|50.0|1|72|0|0|66|perf-batt-PIR-reed-light|20.54|100210|00 00 00 00 |42 00 48 00 |06 08 00 72 87 01 |3C|01|1|
